narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,narration_number,narration_number_large,verb_noun_pair,affordance,irr-action,grasp-type,affordance_classes,irr-action_classes,action_classes,verb_classes
P03_112_65,P03,P03_112,00:02:05.851,00:02:05.45,00:02:06.68,6272,6334,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],112.0065,30112.0065,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_112_67,P03,P03_112,00:02:09.101,00:02:08.74,00:02:09.65,6437,6482,pick up glass,pick-up,0,glass,10,['glass'],[10],112.0067,30112.0067,pick-up--glass,pick1,pick,1,12,4,71,16
P03_112_68,P03,P03_112,00:02:09.853,00:02:09.59,00:02:10.85,6479,6542,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],112.0068,30112.0068,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_112_70,P03,P03_112,00:02:11.852,00:02:11.77,00:02:12.81,6588,6640,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.007,30112.007,open--cupboard,pull2,pull,2,30,1,4,1
P03_112_74,P03,P03_112,00:02:16.601,00:02:16.29,00:02:17.00,6814,6850,pick up plate,pick-up,0,plate,2,['plate'],[2],112.0074,30112.0074,pick-up--plate,pick1,pick,1,12,4,55,16
P03_112_75,P03,P03_112,00:02:17.351,00:02:17.24,00:02:17.94,6862,6897,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.0075,30112.0075,open--cupboard,pull2,pull,2,30,1,4,1
P03_112_77,P03,P03_112,00:02:20.351,00:02:20.23,00:02:20.86,7011,7043,pick up knife,pick-up,0,knife,4,['knife'],[4],112.0077,30112.0077,pick-up--knife,pick3,pick,3,4,4,58,16
P03_112_78,P03,P03_112,00:02:21.352,00:02:21.66,00:02:22.50,7083,7125,open drawer,open,3,drawer,8,['drawer'],[8],112.0078,30112.0078,open--drawer,pull2,pull,2,30,1,3,1
P03_112_82,P03,P03_112,00:02:26.351,00:02:26.02,00:02:27.18,7301,7359,close drawer,close,4,drawer,8,['drawer'],[8],112.0082,30112.0082,close--drawer,push0,push,0,2,2,9,0
P03_112_83,P03,P03_112,00:02:26.852,00:02:27.08,00:02:27.82,7353,7391,open drawer,open,3,drawer,8,['drawer'],[8],112.0083,30112.0083,open--drawer,pull2,pull,2,30,1,3,1
P03_112_85,P03,P03_112,00:02:31.101,00:02:31.53,00:02:32.39,7576,7619,open drawer,open,3,drawer,8,['drawer'],[8],112.0085,30112.0085,open--drawer,pull2,pull,2,30,1,3,1
P03_112_94,P03,P03_112,00:02:40.102,00:02:39.92,00:02:40.73,7996,8036,close drawer,close,4,drawer,8,['drawer'],[8],112.0094,30112.0094,close--drawer,push0,push,0,2,2,9,0
P03_112_98,P03,P03_112,00:02:51.852,00:02:51.60,00:02:55.32,8580,8766,pour water into saucepan,pour-into,9,water,27,"['water', 'saucepan']","[27, 5]",112.0098,30112.0098,pour-into--water,hold1,hold,1,10,8,16,7
P03_112_100,P03,P03_112,00:02:57.853,00:02:58.06,00:02:59.10,8903,8955,pick up lid,pick-up,0,lid,6,['lid'],[6],112.01,30112.01,pick-up--lid,pick3,pick,3,4,4,61,16
P03_112_102,P03,P03_112,00:03:03.101,00:03:03.01,00:03:04.29,9150,9214,open fridge,open,3,fridge,12,['fridge'],[12],112.0102,30112.0102,open--fridge,pull4,pull,4,1,1,1,1
P03_112_114,P03,P03_112,00:04:00.105,00:04:00.17,00:04:01.07,12008,12053,open fridge,open,3,fridge,12,['fridge'],[12],112.0114,30112.0114,open--fridge,pull4,pull,4,1,1,1,1
P03_112_116,P03,P03_112,00:04:02.350,00:04:02.40,00:04:03.20,12120,12160,close fridge,close,4,fridge,12,['fridge'],[12],112.0116,30112.0116,close--fridge,push0,push,0,2,2,2,0
P03_112_117,P03,P03_112,00:04:04.600,00:04:04.33,00:04:04.98,12216,12249,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],112.0117,30112.0117,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_112_131,P03,P03_112,00:04:51.604,00:04:51.50,00:04:52.00,14575,14600,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],112.0131,30112.0131,pick-up--spoon,pick5,pick,5,21,4,59,16
P03_112_135,P03,P03_112,00:05:00.100,00:04:59.50,00:05:00.78,14975,15038,close lid,close,4,lid,6,['lid'],[6],112.0135,30112.0135,close--lid,place5,place,5,27,3,18,0
P03_112_137,P03,P03_112,00:05:15.350,00:05:15.09,00:05:15.47,15754,15773,move tap,move,11,tap,0,['tap'],[0],112.0137,30112.0137,move--tap,move0,move,0,34,13,68,17
P03_112_140,P03,P03_112,00:05:21.600,00:05:21.61,00:05:22.25,16080,16112,turn off tap,turn-off,8,tap,0,['tap'],[0],112.014,30112.014,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_112_148,P03,P03_112,00:06:19.850,00:06:19.74,00:06:20.49,18987,19024,open cupboard,open,3,cupboard,3,['cupboard'],[3],112.0148,30112.0148,open--cupboard,pull2,pull,2,30,1,4,1
P03_113_3,P03,P03_113,00:00:05.603,00:00:05.45,00:00:06.08,272,304,put down pan,put-down,1,pan,5,['pan'],[5],113.0003,30113.0003,put-down--pan,place4,place,4,7,3,11,2
P03_113_5,P03,P03_113,00:00:08.381,00:00:07.60,00:00:08.27,380,413,put down pan,put-down,1,pan,5,['pan'],[5],113.0005,30113.0005,put-down--pan,place4,place,4,7,3,11,2
P03_113_6,P03,P03_113,00:00:08.600,00:00:08.33,00:00:09.01,416,450,turn off hob,turn-off,8,hob,24,['hob'],[24],113.0006,30113.0006,turn-off--hob,rotate5,rotate,5,8,6,28,4
P03_113_7,P03,P03_113,00:00:09.103,00:00:09.05,00:00:09.44,452,472,turn off hob,turn-off,8,hob,24,['hob'],[24],113.0007,30113.0007,turn-off--hob,rotate5,rotate,5,8,6,28,4
P03_113_8,P03,P03_113,00:00:10.600,00:00:10.39,00:00:11.19,519,559,open cupboard,open,3,cupboard,3,['cupboard'],[3],113.0008,30113.0008,open--cupboard,pull2,pull,2,30,1,4,1
P03_113_11,P03,P03_113,00:00:15.350,00:00:14.90,00:00:16.47,745,823,put down plates,put-down,1,plate,2,['plate'],[2],113.0011,30113.0011,put-down--plate,place1,place,1,3,3,20,2
P03_113_14,P03,P03_113,00:00:18.600,00:00:18.67,00:00:19.41,933,970,put down lid,put-down,1,lid,6,['lid'],[6],113.0014,30113.0014,put-down--lid,place1,place,1,3,3,50,2
P03_113_24,P03,P03_113,00:00:55.600,00:00:54.84,00:00:56.45,2742,2822,move tap,move,11,tap,0,['tap'],[0],113.0024,30113.0024,move--tap,move0,move,0,34,13,68,17
P03_113_26,P03,P03_113,00:01:02.100,00:00:56.64,00:01:02.39,2832,3119,turn off tap,turn-off,8,tap,0,['tap'],[0],113.0026,30113.0026,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_113_28,P03,P03_113,00:01:03.850,00:01:03.82,00:01:04.41,3191,3220,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],113.0028,30113.0028,put-down--saucepan,place1,place,1,3,3,23,2
P03_113_30,P03,P03_113,00:01:08.850,00:01:07.73,00:01:09.26,3386,3463,put down lid,put-down,1,lid,6,['lid'],[6],113.003,30113.003,put-down--lid,place1,place,1,3,3,50,2
P03_113_33,P03,P03_113,00:01:11.385,00:01:10.87,00:01:11.56,3543,3578,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],113.0033,30113.0033,put-down--saucepan,place1,place,1,3,3,23,2
P03_113_50,P03,P03_113,00:02:01.102,00:02:01.31,00:02:02.13,6065,6106,turn off tap,turn-off,8,tap,0,['tap'],[0],113.005,30113.005,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_113_52,P03,P03_113,00:02:04.352,00:02:03.63,00:02:05.82,6181,6291,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],113.0052,30113.0052,put-down--saucepan,place1,place,1,3,3,23,2
P03_113_58,P03,P03_113,00:02:22.377,00:02:22.06,00:02:22.72,7103,7136,open drawer,open,3,drawer,8,['drawer'],[8],113.0058,30113.0058,open--drawer,pull2,pull,2,30,1,3,1
P03_113_59,P03,P03_113,00:02:23.627,00:02:22.92,00:02:24.22,7146,7211,pick up knives,pick-up,0,knife,4,['knife'],[4],113.0059,30113.0059,pick-up--knife,pick3,pick,3,4,4,58,16
P03_113_60,P03,P03_113,00:02:24.352,00:02:24.24,00:02:25.11,7212,7255,pick up forks,pick-up,0,fork,14,['fork'],[14],113.006,30113.006,pick-up--fork,pick3,pick,3,4,4,63,16
P03_113_61,P03,P03_113,00:02:25.352,00:02:25.59,00:02:26.58,7279,7328,close drawer,close,4,drawer,8,['drawer'],[8],113.0061,30113.0061,close--drawer,push0,push,0,2,2,9,0
P03_114_1,P03,P03_114,00:00:04.850,00:00:04.28,00:00:05.22,214,261,put down plates,put-down,1,plate,2,['plate'],[2],114.0001,30114.0001,put-down--plate,place1,place,1,3,3,20,2
P03_114_3,P03,P03_114,00:00:08.851,00:00:07.90,00:00:09.40,395,470,open fridge,open,3,fridge,12,['fridge'],[12],114.0003,30114.0003,open--fridge,pull4,pull,4,1,1,1,1
P03_114_5,P03,P03_114,00:00:11.853,00:00:11.87,00:00:12.45,593,622,close fridge,close,4,fridge,12,['fridge'],[12],114.0005,30114.0005,close--fridge,push0,push,0,2,2,2,0
P03_115_0,P03,P03_115,00:00:02.352,00:00:02.00,00:00:02.50,100,125,open fridge,open,3,fridge,12,['fridge'],[12],115.0,30115.0,open--fridge,pull4,pull,4,1,1,1,1
P03_115_2,P03,P03_115,00:00:04.103,00:00:04.28,00:00:05.25,214,262,close fridge,close,4,fridge,12,['fridge'],[12],115.0002,30115.0002,close--fridge,push0,push,0,2,2,2,0
P03_115_3,P03,P03_115,00:00:05.853,00:00:05.35,00:00:06.47,267,323,put down glass,put-down,1,glass,10,['glass'],[10],115.0003,30115.0003,put-down--glass,place1,place,1,3,3,27,2
P03_115_7,P03,P03_115,00:00:13.102,00:00:13.05,00:00:13.75,652,687,open fridge,open,3,fridge,12,['fridge'],[12],115.0007,30115.0007,open--fridge,pull4,pull,4,1,1,1,1
P03_115_9,P03,P03_115,00:00:14.353,00:00:14.26,00:00:14.96,713,748,close fridge,close,4,fridge,12,['fridge'],[12],115.0009,30115.0009,close--fridge,push0,push,0,2,2,2,0
P03_115_10,P03,P03_115,00:00:15.352,00:00:14.95,00:00:15.61,747,780,pick up glass,pick-up,0,glass,10,['glass'],[10],115.001,30115.001,pick-up--glass,pick1,pick,1,12,4,71,16
P03_115_13,P03,P03_115,00:00:20.352,00:00:19.92,00:00:20.82,996,1041,turn off tap,turn-off,8,tap,0,['tap'],[0],115.0013,30115.0013,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_116_1,P03,P03_116,00:00:03.852,00:00:03.54,00:00:04.17,177,208,put down glass,put-down,1,glass,10,['glass'],[10],116.0001,30116.0001,put-down--glass,place1,place,1,3,3,27,2
P03_116_5,P03,P03_116,00:00:13.602,00:00:12.01,00:00:13.89,600,694,turn off tap,turn-off,8,tap,0,['tap'],[0],116.0005,30116.0005,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_116_7,P03,P03_116,00:00:17.101,00:00:16.84,00:00:18.12,842,906,put down bottle,put-down,1,bottle,15,['bottle'],[15],116.0007,30116.0007,put-down--bottle,place1,place,1,3,3,36,2
P03_116_8,P03,P03_116,00:00:17.352,00:00:17.65,00:00:18.66,882,933,pick up bottle,pick-up,0,bottle,15,['bottle'],[15],116.0008,30116.0008,pick-up--bottle,pick1,pick,1,12,4,80,16
P03_116_9,P03,P03_116,00:00:18.351,00:00:18.49,00:00:19.65,924,982,open bottle,open,3,bottle,15,['bottle'],[15],116.0009,30116.0009,open--bottle,rotate1,rotate,1,25,6,39,1
P03_116_10,P03,P03_116,00:00:18.850,00:00:19.43,00:00:20.57,971,1028,move tap,move,11,tap,0,['tap'],[0],116.001,30116.001,move--tap,move0,move,0,34,13,68,17
P03_116_14,P03,P03_116,00:00:24.850,00:00:25.02,00:00:26.58,1251,1329,turn off tap,turn-off,8,tap,0,['tap'],[0],116.0014,30116.0014,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_116_17,P03,P03_116,00:00:30.600,00:00:30.47,00:00:31.53,1523,1576,open fridge,open,3,fridge,12,['fridge'],[12],116.0017,30116.0017,open--fridge,pull4,pull,4,1,1,1,1
P03_116_21,P03,P03_116,00:00:37.350,00:00:37.17,00:00:37.67,1858,1883,open bottle,open,3,bottle,15,['bottle'],[15],116.0021,30116.0021,open--bottle,rotate1,rotate,1,25,6,39,1
P03_116_25,P03,P03_116,00:00:45.607,00:00:45.60,00:00:46.40,2280,2320,close fridge,close,4,fridge,12,['fridge'],[12],116.0025,30116.0025,close--fridge,push0,push,0,2,2,2,0
P03_116_26,P03,P03_116,00:00:47.350,00:00:47.14,00:00:47.94,2357,2397,pick up glass,pick-up,0,glass,10,['glass'],[10],116.0026,30116.0026,pick-up--glass,pick1,pick,1,12,4,71,16
P03_116_29,P03,P03_116,00:00:53.600,00:00:53.67,00:00:54.33,2683,2716,turn off tap,turn-off,8,tap,0,['tap'],[0],116.0029,30116.0029,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_117_1,P03,P03_117,00:00:06.380,00:00:03.81,00:00:06.75,190,337,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],117.0001,30117.0001,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_117_2,P03,P03_117,00:00:06.852,00:00:06.80,00:00:07.79,340,389,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],117.0002,30117.0002,put-down--saucepan,place1,place,1,3,3,23,2
P03_117_3,P03,P03_117,00:00:07.351,00:00:06.86,00:00:07.64,343,382,put down bowl,put-down,1,bowl,7,['bowl'],[7],117.0003,30117.0003,put-down--bowl,place1,place,1,3,3,43,2
P03_117_9,P03,P03_117,00:00:20.852,00:00:20.59,00:00:21.39,1029,1069,move tap,move,11,tap,0,['tap'],[0],117.0009,30117.0009,move--tap,move0,move,0,34,13,68,17
P03_117_10,P03,P03_117,00:00:30.602,00:00:30.13,00:00:31.34,1506,1567,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],117.001,30117.001,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_117_13,P03,P03_117,00:00:37.376,00:00:36.84,00:00:38.05,1842,1902,put down bowl,put-down,1,bowl,7,['bowl'],[7],117.0013,30117.0013,put-down--bowl,place1,place,1,3,3,43,2
P03_117_14,P03,P03_117,00:00:41.602,00:00:41.15,00:00:47.78,2057,2389,move tap,move,11,tap,0,['tap'],[0],117.0014,30117.0014,move--tap,move0,move,0,34,13,68,17
P03_117_16,P03,P03_117,00:00:59.852,00:00:58.59,00:01:00.49,2929,3024,turn off tap,turn-off,8,tap,0,['tap'],[0],117.0016,30117.0016,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_117_18,P03,P03_117,00:01:03.602,00:01:02.78,00:01:04.64,3139,3232,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],117.0018,30117.0018,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_117_26,P03,P03_117,00:01:31.102,00:01:29.61,00:01:31.49,4480,4574,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],117.0026,30117.0026,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_117_34,P03,P03_117,00:01:56.631,00:01:56.19,00:01:57.11,5809,5855,pick up knife,pick-up,0,knife,4,['knife'],[4],117.0034,30117.0034,pick-up--knife,pick3,pick,3,4,4,58,16
P03_117_40,P03,P03_117,00:02:02.378,00:02:02.04,00:02:03.10,6102,6155,pick up plate,pick-up,0,plate,2,['plate'],[2],117.004,30117.004,pick-up--plate,pick1,pick,1,12,4,55,16
P03_117_43,P03,P03_117,00:02:16.852,00:02:16.79,00:02:17.68,6839,6884,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],117.0043,30117.0043,pick-up--spoon,pick5,pick,5,21,4,59,16
P03_117_45,P03,P03_117,00:02:28.101,00:02:27.65,00:02:28.49,7382,7424,put spoon in drying rack,put-in,5,spoon,1,"['spoon', 'rack:drying']","[1, 110]",117.0045,30117.0045,put-in--spoon,place5,place,5,27,3,74,19
P03_117_48,P03,P03_117,00:02:35.852,00:02:35.47,00:02:36.57,7773,7828,put down saucepan,put-down,1,saucepan,5,['saucepan'],[5],117.0048,30117.0048,put-down--saucepan,place1,place,1,3,3,23,2
P03_117_54,P03,P03_117,00:03:00.851,00:03:00.59,00:03:01.44,9029,9072,pick up plate,pick-up,0,plate,2,['plate'],[2],117.0054,30117.0054,pick-up--plate,pick1,pick,1,12,4,55,16
P03_117_56,P03,P03_117,00:03:04.101,00:03:04.11,00:03:04.82,9205,9241,put down plate,put-down,1,plate,2,['plate'],[2],117.0056,30117.0056,put-down--plate,place1,place,1,3,3,20,2
P03_117_78,P03,P03_117,00:04:24.381,00:04:24.09,00:04:26.09,13204,13304,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],117.0078,30117.0078,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_117_81,P03,P03_117,00:04:29.350,00:04:27.90,00:04:30.07,13394,13503,pick up plate,pick-up,0,plate,2,['plate'],[2],117.0081,30117.0081,pick-up--plate,pick1,pick,1,12,4,55,16
P03_117_87,P03,P03_117,00:04:58.140,00:04:58.01,00:04:59.03,14900,14951,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],117.0087,30117.0087,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_117_91,P03,P03_117,00:05:05.100,00:05:04.93,00:05:05.77,15246,15288,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],117.0091,30117.0091,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_117_104,P03,P03_117,00:05:47.852,00:05:47.08,00:05:49.56,17354,17478,put lid on drying rack,put-on,1,lid,6,"['lid', 'rack:drying']","[6, 110]",117.0104,30117.0104,put-on--lid,place3,place,3,5,3,84,20
P03_117_110,P03,P03_117,00:05:59.352,00:05:57.81,00:06:00.03,17890,18001,turn off tap,turn-off,8,tap,0,['tap'],[0],117.011,30117.011,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_117_115,P03,P03_117,00:06:19.601,00:06:18.03,00:06:20.31,18901,19015,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],117.0115,30117.0115,pick-up--bowl,pick1,pick,1,12,4,67,16
P03_117_121,P03,P03_117,00:06:45.352,00:06:43.48,00:06:45.70,20174,20285,pick up knife,pick-up,0,knife,4,['knife'],[4],117.0121,30117.0121,pick-up--knife,pick3,pick,3,4,4,58,16
P03_117_125,P03,P03_117,00:06:50.880,00:06:50.05,00:06:51.23,20502,20561,pick up knife,pick-up,0,knife,4,['knife'],[4],117.0125,30117.0125,pick-up--knife,pick3,pick,3,4,4,58,16
P03_117_128,P03,P03_117,00:06:55.602,00:06:54.41,00:06:56.01,20720,20800,pick up fork,pick-up,0,fork,14,['fork'],[14],117.0128,30117.0128,pick-up--fork,pick3,pick,3,4,4,63,16
P03_117_131,P03,P03_117,00:07:01.352,00:07:01.07,00:07:01.76,21053,21088,pick up knife,pick-up,0,knife,4,['knife'],[4],117.0131,30117.0131,pick-up--knife,pick3,pick,3,4,4,58,16
P03_117_135,P03,P03_117,00:07:06.602,00:07:05.71,00:07:07.15,21285,21357,pick up fork,pick-up,0,fork,14,['fork'],[14],117.0135,30117.0135,pick-up--fork,pick3,pick,3,4,4,63,16
P03_117_165,P03,P03_117,00:08:24.600,00:08:24.29,00:08:24.94,25214,25247,move tap,move,11,tap,0,['tap'],[0],117.0165,30117.0165,move--tap,move0,move,0,34,13,68,17
P03_117_172,P03,P03_117,00:08:41.135,00:08:39.70,00:08:41.44,25985,26072,turn off tap,turn-off,8,tap,0,['tap'],[0],117.0172,30117.0172,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_117_179,P03,P03_117,00:08:59.850,00:08:59.67,00:09:00.43,26983,27021,turn off tap,turn-off,8,tap,0,['tap'],[0],117.0179,30117.0179,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_117_186,P03,P03_117,00:09:12.885,00:09:12.71,00:09:13.35,27635,27667,open cupboard,open,3,cupboard,3,['cupboard'],[3],117.0186,30117.0186,open--cupboard,pull2,pull,2,30,1,4,1
P03_117_187,P03,P03_117,00:09:13.600,00:09:13.62,00:09:14.54,27681,27727,take plate,take,0,plate,2,['plate'],[2],117.0187,30117.0187,take--plate,pick1,pick,1,12,4,19,3
P03_117_189,P03,P03_117,00:09:15.850,00:09:13.00,00:09:16.27,27650,27813,put down plate,put-down,1,plate,2,['plate'],[2],117.0189,30117.0189,put-down--plate,place1,place,1,3,3,20,2
P03_117_190,P03,P03_117,00:09:17.350,00:09:16.31,00:09:18.30,27815,27914,take knife,take,0,knife,4,['knife'],[4],117.019,30117.019,take--knife,pick3,pick,3,4,4,7,3
P03_117_191,P03,P03_117,00:09:18.640,00:09:18.33,00:09:19.40,27916,27970,put down knife,put-down,1,knife,4,['knife'],[4],117.0191,30117.0191,put-down--knife,place3,place,3,5,3,8,2
P03_117_192,P03,P03_117,00:09:20.350,00:09:19.50,00:09:21.27,27975,28063,open fridge,open,3,fridge,12,['fridge'],[12],117.0192,30117.0192,open--fridge,pull4,pull,4,1,1,1,1
P03_117_197,P03,P03_117,00:09:27.600,00:09:26.97,00:09:28.71,28348,28435,close fridge,close,4,fridge,12,['fridge'],[12],117.0197,30117.0197,close--fridge,push0,push,0,2,2,2,0
P03_117_207,P03,P03_117,00:10:08.100,00:10:06.44,00:10:08.52,30322,30426,open fridge,open,3,fridge,12,['fridge'],[12],117.0207,30117.0207,open--fridge,pull4,pull,4,1,1,1,1
P03_117_211,P03,P03_117,00:10:17.100,00:10:16.85,00:10:17.85,30842,30892,close fridge,close,4,fridge,12,['fridge'],[12],117.0211,30117.0211,close--fridge,push0,push,0,2,2,2,0
P03_117_212,P03,P03_117,00:10:18.850,00:10:18.67,00:10:19.27,30933,30963,pick up knife,pick-up,0,knife,4,['knife'],[4],117.0212,30117.0212,pick-up--knife,pick3,pick,3,4,4,58,16
P03_117_227,P03,P03_117,00:10:52.655,00:10:52.52,00:10:53.02,32626,32651,pick up lid,pick-up,0,lid,6,['lid'],[6],117.0227,30117.0227,pick-up--lid,pick3,pick,3,4,4,61,16
P03_117_230,P03,P03_117,00:10:56.155,00:10:56.27,00:10:57.11,32813,32855,put down knife,put-down,1,knife,4,['knife'],[4],117.023,30117.023,put-down--knife,place3,place,3,5,3,8,2
P03_117_234,P03,P03_117,00:11:01.405,00:11:01.18,00:11:02.08,33059,33104,pick up knife,pick-up,0,knife,4,['knife'],[4],117.0234,30117.0234,pick-up--knife,pick3,pick,3,4,4,58,16
P03_117_244,P03,P03_117,00:11:29.243,00:11:28.29,00:11:29.56,34414,34478,put down knife,put-down,1,knife,4,['knife'],[4],117.0244,30117.0244,put-down--knife,place3,place,3,5,3,8,2
P03_117_252,P03,P03_117,00:11:48.954,00:11:48.45,00:11:49.12,35422,35456,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],117.0252,30117.0252,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_117_253,P03,P03_117,00:11:50.954,00:11:50.13,00:11:51.26,35506,35563,open fridge,open,3,fridge,12,['fridge'],[12],117.0253,30117.0253,open--fridge,pull4,pull,4,1,1,1,1
P03_117_257,P03,P03_117,00:11:57.204,00:11:57.12,00:11:57.97,35856,35898,turn off tap,turn-off,8,tap,0,['tap'],[0],117.0257,30117.0257,turn-off--tap,rotate5,rotate,5,8,6,10,4
P03_118_2,P03,P03_118,00:00:04.353,00:00:04.45,00:00:04.99,222,249,put down lid,put-down,1,lid,6,['lid'],[6],118.0002,30118.0002,put-down--lid,place1,place,1,3,3,50,2
P03_118_3,P03,P03_118,00:00:04.876,00:00:04.90,00:00:05.40,245,270,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],118.0003,30118.0003,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_118_7,P03,P03_118,00:00:12.853,00:00:12.88,00:00:13.27,644,663,pick up knife,pick-up,0,knife,4,['knife'],[4],118.0007,30118.0007,pick-up--knife,pick3,pick,3,4,4,58,16
P03_118_8,P03,P03_118,00:00:13.350,00:00:13.36,00:00:13.81,668,690,put down knife,put-down,1,knife,4,['knife'],[4],118.0008,30118.0008,put-down--knife,place3,place,3,5,3,8,2
P03_118_12,P03,P03_118,00:00:16.850,00:00:16.72,00:00:17.35,836,867,open cupboard,open,3,cupboard,3,['cupboard'],[3],118.0012,30118.0012,open--cupboard,pull2,pull,2,30,1,4,1
P03_118_60,P03,P03_118,00:01:59.100,00:01:58.82,00:01:59.42,5941,5971,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],118.006,30118.006,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_118_61,P03,P03_118,00:01:59.600,00:01:59.56,00:02:00.67,5978,6033,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],118.0061,30118.0061,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_118_63,P03,P03_118,00:02:01.600,00:02:01.75,00:02:02.48,6087,6124,pick up knife and plate,pick-up,0,knife,4,"['knife', 'plate']","[4, 2]",118.0063,30118.0063,pick-up--knife,pick3,pick,3,4,4,58,16
P03_118_65,P03,P03_118,00:02:04.350,00:02:04.34,00:02:05.20,6217,6260,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],118.0065,30118.0065,pick-up--tupperware,pick1,pick,1,12,4,77,16
P03_119_7,P03,P03_119,00:00:15.379,00:00:14.97,00:00:15.56,748,778,open oven,open,3,oven,46,['oven'],[46],119.0007,30119.0007,open--oven,pull4,pull,4,1,1,46,1
P03_119_8,P03,P03_119,00:00:16.381,00:00:15.85,00:00:16.64,792,832,close oven,close,4,oven,46,['oven'],[46],119.0008,30119.0008,close--oven,push4,push,4,22,2,47,0
P03_119_9,P03,P03_119,00:00:17.352,00:00:17.35,00:00:18.20,867,910,open cupboard,open,3,cupboard,3,['cupboard'],[3],119.0009,30119.0009,open--cupboard,pull2,pull,2,30,1,4,1
P03_119_17,P03,P03_119,00:00:37.629,00:00:36.91,00:00:38.02,1845,1901,move tap,move,11,tap,0,['tap'],[0],119.0017,30119.0017,move--tap,move0,move,0,34,13,68,17
P03_119_20,P03,P03_119,00:00:46.852,00:00:46.78,00:00:53.50,2339,2675,move tap,move,11,tap,0,['tap'],[0],119.002,30119.002,move--tap,move0,move,0,34,13,68,17
P03_119_22,P03,P03_119,00:00:56.352,00:00:56.30,00:00:56.81,2815,2840,pick up fork,pick-up,0,fork,14,['fork'],[14],119.0022,30119.0022,pick-up--fork,pick3,pick,3,4,4,63,16
